Kategorie,Titel,Inhalt
Productivity Tools,Unsere Empfehlung: Online Brainstorming Tool „Miro“,"Die kollaborative online Plattform „Miro“ ermöglicht es Teams live und digital zu brainstormen. Wir haben das Tool für die Forschung getestet und sind sehr begeistert. Im Folgenden finden Sie sechs Use Cases, die wir für die Verwendung von Miro herausgearbeitet haben: 1) Effektivere Meetings gestalten: Mit Miro lassen sich (agile) Workflows visuell sehr gut darstellen. Visuelle Workflows können  zu einer effizienteren Meeting-Kultur beitragen. Die Ergebnisse sind direkt online für jeden zu sehen und können für weitere To-Dos bequem weiterverwendet werden. 2) Bessere Notizen in der Vorlesung: Klassische lineare Notizen sind für das Lernen meistens unbrauchbar. Mithilfe von digitalen Mindmaps können komplexe Prozesse und Inhalte aus der Vorlesung leicht verständlich visualis..."
Productivity Tools,Clockify – ein Zeiterfassungssystem für projektübergreifende Teams,"Wir alle kennen die Tage, an denen wir gefühlt an 50 verschiedenen Projekten arbeiten und 70 verschiedene Teams dafür managen müssen. Meistens ist es dann noch sehr schwierig den Überblick darüber zu behalten, wie viele Stunden die Mitarbeiter / Teammitglieder und auch man selbst an den jeweiligen Projekten gearbeitet hat. Die Zeitverwaltungssoftware Clockify möchte in diesen Situationen Hilfestellung leisten. Clockify ist ein digitales Zeiterfassungssystem, mit dem Sie und Ihr Team die Arbeitsstunden projektübergreifend nachverfolgen können. Über ein sehr einfaches Dashboard kann jeder Nutzer seine zuständigen Projekte angeben (Beispiel: Projekt IoT, Mails beantworten, Projekt Mobile Business) und diese dann über eine Timerfunktion Sekundengenau tracken. Clockify bietet zusät..."
Productivity Tools,Time-Tracking – Effizienteres Arbeiten mit Timeular’s Zei,"Seit diesem Monat tracken wir am Lehrstuhl Prof. Dr. Andrea Back unsere Zeit mit dem Time Tracking Würfel ""Zei"". Der weisse Kunststoff-Würfel hat acht Seiten und einen Lagesensor. Via Bluetooth kommuniziert er mit dem Computer. Jede der Seiten des Würfels ordnet man irgendeine Tätigkeit zu, zum Beispiel Betreuung Abschlussarbeiten oder telefonieren. Klingelt das Telefon, dreht man die entsprechende Würfelseite nach oben, und die Zeit wird automatisch getracked. Ist der Würfel einmal nicht zur Hand, so kann man die Smartphone-App nutzen, um das Time-Tracking vom Smartphone aus zu starten. Gerade die Kombination aus greifbarem Würfel und Smartphone-App macht das Time-Tracking um einiges einfacher. Der Timeular’s Zei Würfel ist zu drei unterschiedlichen Paketpreisen erhältlich...."
Publikation,Erfolgsfaktoren für digitale Solutions: Wie steht es um die Innovationskultur in Ihrem Unternehmen?,"Im Rahmen ihrer Masterarbeit, hat Julia Lötscher ein Assessment zur Evaluation der Erfolgsfaktoren für digitale Solutions entwickelt. Die Ergebnisse ihrer Arbeit sind im Mai 2020 in einem «Wirtschaftsinformatik & Management» (WuM) Artikel veröffentlicht worden. «Digitale Solutions wie beispielsweise mobile Applikationen zeichnen sich durch einen modularen Aufbau aus und kommen in umfangreichen Business-Ökosystemen zur Anwendung. Zudem erfolgt die Entwicklung digitaler Solutions in iterativen Prozessen, wofür insbesondere agile Entwicklungsmethoden eingesetzt werden. Aufgrund dieser Spezifika unterscheidet sich die Ausgestaltung einer Innovationskultur, die den Erfolg digitaler Solutions fördert, vom bisher allgemeinen Verständnis von Innovationskultur. Der Artikel prä..."
Publikation,Unser Beitrag “The Startup Collaboration Model” im Buch Ecosystem Innovation von Kickstart,"Zum freien Download ist im November das Buch «Ecosystem Innovation», herausgegeben von Kickstart-Innovation, erschienen. Wir sind stolz, dass wir für einen Beitrag eingeladen wurden: Das Startup-Collaboration-Model (S. 80 ff.) ist im Rahmen einer Masterarbeit von Tina Werro und als Teil einer Doktorarbeit von Lukas Peter am Lehrstuhl entstanden. Auch toll, dass dieses hochaktuelle Buch mit den vielen Beitragenden von der Handelszeitung besprochen wurde. Wir forschen weiter in dem Bereich «Agile Innovation», wie wir es nennen, u.a. zu Intrapreneurship - freuen Sie sich auf einige weitere Beiträge auf diesem Blog. Bildquelle: https://kickstart-innovation.com/wp-content/uploads/2019/11/Ecosystem_Innovation_kickstart2019_vol2-1.pdf..."
Publikation,Innovation durch den Einsatz von Enterprise IoT-Lösungen: Ein Modell zur Bestimmung des Innovationspotenzials,"Bei dem Thema Internet der Dinge (engl. Internet of things (IoT)) geht es um die Vernetzung von Dingen, Systemen und Menschen über das Internet. Einige Experten vertreten die Meinung, dass das IoT – ähnlich wie Smartphones und mobile Anwendungen in den vergangenen 10 Jahren – der wesentliche Treiber für eine ähnlich grosse oder sogar grössere Innovationswelle sein wird. In unserem neuesten Artikel, der bereits online in der HMD Praxis der Wirtschaftsinformatik erschienen ist, erarbeiten wir ein Framework mit dem Unternehmen das Innovationspotenzial Ihrer IoT-Anwendungen bewerten können – eine Art Reifegradmodell für IoT-Anwendungen. Hier kommen Sie zum Artikel. ..."
Smart-IoT,“Business-Thinking”-Fokus im Master-Kurs,"In diesem Jahr haben wir unseren Kurs «8,010: Smart IoT & Mobile Business Solutions mit Design und Business Thinking umsetzen» für unsere Masterstudierenden im Master of Business Innovation (MBI) um das «Business Thinking» erweitert. Mit unserer HSG-BWL-Stärke und dem MBI-Fokus auf das Thema Geschäftsmodellinnovation freuen wir uns über diese passende Erweiterung. Studierende können sich somit in unserem Kurs zwei wesentliche Kompetenzen aneignen. Erstens lernen Sie prototypisch neue Produkte und/oder Dienstleistungen zu innovieren und zweitens die dahinterstehenden Geschäftsmodelle mit Fokus auf die Einnahmequellen und passenden Go-to-Market-Strategien zu entwickeln. Ausserdem haben wir die Vorlesung didaktisch neu aufbereitet, was das Lernerlebnis von Studierenden besonders..."
Smart-IoT,Noch einen Monat: Reichen Sie bis zum 12.3 Ihre Smart IoT oder Mobile Business Solution ein und nehmen Sie am Forum Day 2021 teil,"Freuen Sie sich mit uns gemeinsam auf den nächsten Smart IoT & Mobile Business Forum Day. Das Event wird am 20. Mai 2021 im stattfinden – wir arbeiten darauf hin, dass wir das Event nicht ganz ohne Präsenz, sondern in einem Hybridformat durchführen können. Unser Smart IoT & Mobile Business Day ist dafür bekannt allen Teilnehmenden ein breites Rahmenprogramm mit spannenden Einblicken in die aktuellsten Themen und Technologien Rund um das Internet der Dinge (IoT) und mobile Geschäftsanwendungen zu bieten. Ab sofort können Sie Ihre Lösungen und Projekte hier einreichen: https://mbforum.iwi.unisg.ch/einreichungsformular/. Sie sind IT-Dienstleister und möchten unseren Forum Day als Plattform nutzen, um Einblick in Ihr Lösungsportfolio oder IoT/Mobile Use Case zu geben? V..."
Smart-IoT,Lach- und Sachgeschichten von der Maus: SmartHome,"Obwohl wir auf unserem Blog sehr viele Beiträge zu Future of Work und Learning Innovations veröffentlichen, beschäftigt sich unser Lehrstuhl unter der Leitung von Christian Marheine auch verstärkt mit den Themen Internet of Things (IoT) und Plattform Ökosysteme. In Bezug auf IoT haben wir ein informatives Erklärvideo zu einem Smart Home in Deutschland gefunden. Die Lach- und Sachgeschichten von der Maus sind sowohl für Kinder als auch für Erwachsene eine spannende Abwechslung. Viel Spass beim Reinschauen (7 Minuten): Bildquelle: https://www.wdrmaus.de/extras/mausthemen/digitalisierung/index.php5..."
Smart-IoT,Jetzt Einreichen oder Workshop-Partner werden,Freuen Sie sich mit uns gemeinsam auf den nächsten Smart IoT & Mobile Business Forum Day. Das Event wird am 20. Mai 2021 im Empa Nest stattfinden. Hier geht’s zum Save the Date! Unser Smart IoT & Mobile Business Day ist dafür bekannt allen Teilnehmenden ein breites Rahmenprogramm mit spannenden Einblicken in die aktuellsten Themen und Technologien Rund um das Internet der Dinge (IoT) und mobile Geschäftsanwendungen zu bieten. Ab sofort können Sie Ihre Lösungen und Projekte hier einreichen: https://mbforum.iwi.unisg.ch/einreichungsformular/. Wir freuen uns auf Ihre Einreichungen!! Sie unterstützen Kundenprojekte und möchten gerne Einblick in Ihr gesamtes Lösungsportfolio für IoT- oder Mobile-Anwendungen geben? Vielleicht wäre ein Partner-Works...
Smart-IoT,Save the Date! Am 20. Mai 2021 findet der nächste Smart IoT & Mobile Business Forum Day statt.,"Es ist wieder soweit. Die Vorbereitungen für unseren alljährlichen Smart IoT & Mobile Business Forum Day haben begonnen. Die Award-Gewinner im letzten Jahr waren Felfel in der Kategorie Smart IoT und Incloud in der Kategorie Mobile Business. Der nächste Event wird am 20. Mai 2021 im Empa Nest stattfinden. Hier geht’s zum Save the Date! Unser Smart IoT & Mobile Business Day ist dafür bekannt allen Teilnehmenden ein breites Rahmenprogramm mit spannenden Einblicken in die aktuellsten Themen und Technologien Rund um das Internet der Dinge (IoT) und mobile Geschäftsanwendungen zu bieten. Freuen Sie sich also auch im nächsten Jahr spannende Gespräche mit fortschrittlichen Denkern und digitalen Machern, die Innovationen in der Schweiz und weltweit vorantreiben, zu erleben. Wie..."
Smart-IoT,Call for Papers: WuM Heft Themenschwerpunkt «Digitale Plattformen und Ökosysteme»,"Unser Lehrstuhl wirkt bei der Herausgabe der Zeitschrift «Wirtschaftsinformatik und Management» mit, welche im Frühjahr 2021 zum Schwerpunktthema «Digitale Plattformen und Ökosysteme» erscheint. Digitale Plattformen sind in der Praxis hoch relevant und sind in den letzten Jahren auch zu einem beliebten Forschungsthema von Wissenschaftler/innen aus den Bereichen Betriebswirtschaft, Strategie, Marketing, Recht und Informatik geworden. Ausserdem bilden Plattformunternehmen wie Apple, Microsoft, Amazon und Alphabet mit einer Marktkapitalisierung von jeweils über einer Billion US-Dollar heute die wertvollsten Unternehmen der Welt. Die Machtverlagerung von klassischen Pipeline-Organisationen hin zu digitalen Plattformen zeigen die neue Realität der Plattform-Ökonomie. Hinzu kommt, dass ..."
Smart-IoT,Ein Rückblick auf den Forum Day 2020: Smart IoT & Mobile Business,"Der diesjährige Forum Day wurde online über Zoom durchgeführt. Im Finale am 1. Sept. wurden 9 spannende Einreichungen präsentiert und ausgiebig mit der Jury diskutiert. Im Anschluss an die Präsentationen versammelte sich die Jury, um die zwei Award-Gewinner zu bestimmen, die anschliessend vor allen anderen Teilnehmern in der Online-Veranstaltung bekannt gegeben wurden. Der Gewinner in der Kategorie «Smart IoT» ist die FELFEL AG mit ihrem smarten Kühlschrank NAMAK für die verbesserte Bereitstellung frischer Mahlzeiten am Arbeitsplatz. In der Kategorie «Mobile Business» ging der Award an die Incloud Engineering GmbH mit ihrer mobilen Applikation StripScan für die verbesserte Diagnose von Teststreifen (z.B. Messen der Wasserqualität). Weitere Informationen erhalten Sie auf unsere..."
Smart-IoT,High-Resolution Prototyp für das Gesundheitswesen,"In diesem Frühjahrssemester haben unsere Masterstudierenden in unserem Kurs zu «Smart IoT & Mobile Business» vier High-Resolution-App-Prototypen entwickelt. Die Projekte wurden in den Bereichen Gesundheitswesen, Landwirtschaft, Coaching und Sport durchgeführt. Zum Beispiel hat das Team in der Kategorie Gesundheitswesen eine Lösung namens «Physio Care» konzipiert. Die Lösung bringt den Menschen eine individuell zugeschnittene Physiotherapie nach Hause. Wie das funktionieren soll? Die Studierenden haben die gesamte Physiotherapie-User-Journey einiger Patienten beobachtet. Dabei haben sie viele Touchpoints identifiziert, die digitalisiert werden können und dadurch transparenter und effektiver gestaltet werden können. Für die Lösungsentwicklung wurden die 5 Prozessschritte des ..."
Smart-IoT,Forum Day 2020 Updates,Gute Neuigkeiten! Der Entscheid des BAG vom 27.05 erlaubt ab sofort Events mit bis zu 300 Leuten unter der Voraussetzung von Schutzkonzepten. Für unser Event am 1. September rechnen wir mit einer Teilnehmeranzahl von ca. 50 bis 70 Leuten. Somit kann unser Team nun mit der Feinplanung für den Forum Day 2020 beginnen. Freuen Sie sich also zusammen mit uns auf einen Tag voller spannender Lösungen und Technologien sowie Networking- und Austauschmöglichkeiten. Interessiert? Dann besorgen Sie sich gerne HIER ein Ticket. Alle Informationen zum Forum Day und dem Programm finden Sie auf unsere Website: https://mbforum.iwi.unisg.ch/....
Smart-IoT,Bekanntgabe der nominierten Lösungen des Forum Day 2020,"Am 8. April 2020 hat unser Jurytag 2020 online über Zoom stattgefunden. Unsere erfahrene Jury hat bei einer regen und sehr fundierten Diskussion die neun nominierten Lösungen bestimmt. Die nominierten Unternehmen für den Mobile Business Award sind: DEKRA, Incloud Engineering und Pelican. Für den Smart IoT Award wurden folgende Unternehmen nominiert: Avelon, Felfel, ISS, Karma, Live Track und Weidmüller. Eine kurze Übersicht über die Lösungen der nominierten Unternehmen finden Sie unter Programm. Wir sind sehr gespannt die Nominierten bei ihren Pitches am Forum Day kennenzulernen. Basierend auf den Pitches der Nominierten werden die finalen Gewinner für jeweils den Smart IoT und Mobile Business Award direkt am Forum Day von unserer Jury vor Ort bestimmt. Noch einmal zur Erinneru..."
Smart-IoT,Die Jurierung der eingereichten Lösungen für den Forum Day 2020 ist abgeschlossen,Am 8. April 2020 hat unser Jurytag 2020 online über Zoom stattgefunden. Unsere erfahrene Jury hat bei einer regen und sehr fundierten Diskussion die nominierten Lösungen bestimmt. Insgesamt gab es 16 Einreichungen. Besonderer Fokus lag bei der Jurierung auf dem Business Value der jeweiligen Lösungen. Im nächsten Mai-Newsletter werden Sie die Auflistung der Nominierten jeweils aus dem IoT und Mobile Business Bereich erfahren.  Wir sind sehr gespannt die Nominierten bei ihren Pitches am Forum Day kennenzulernen. Individuelles Feedback unserer Jury bekommen die Nominierten und Nicht-Nominierten persönlich per Mail zugeschickt. Wir bedanken uns ganz herzlich bei unserer engagierten Jury und freuen uns alle persönlich am Forum Day zu sehen. Auch für den Forum Day haben w...
Smart-IoT,Forum Day und Jurytag sind auf unbestimmte Zeit verschoben,"Die aktuellen Entwicklungen rund um das neuartige Coronavirus sind außergewöhnlich und betreffen uns alle. Daher haben wir uns dazu entschieden sowohl den Jurytag (3.4) als auch den Forum Day (14.5) zu verschieben. Da es aktuell nicht absehbar ist, wie lange diese aussergewöhnliche Situation andauern wird, werden wir keine konkreten Ausweichtermine nennen. Sobald die Situation wieder planbarer wird, werden wir mögliche Termine an Sie kommunizieren. Wir hoffen, dass wir alle gesund und munter bleiben und uns vorbildlich verhalten, sodass die Ausbreitung des Virus möglichst stark verlangsamt wird. Für Fragen oder Anregungen steht Christian Marheine Ihnen gerne zur Verfügung (christian.marheine@unisg.ch)."
Sponsored Post,E-LEARNING SO GEFRAGT WIE NOCH NIE,"Sponsored Post. Seitdem Unternehmen vermehrt auf Homeoffice zurückgreifen, hat die Digitalisierung massiv an Fahrt aufgenommen. Während E-Learning früher noch hauptsächlich in den Grosskonzernen dieser Welt als Luxusgut eingesetzt wurde, wird es mittlerweile und gerade durch die Corona-Krise in der Mehrzahl aller Unternehmen – egal welcher Grösse oder Branche – eingesetzt. Tendenz steigend. Aufgrund von Corona hat E-Learning einen riesigen Aufschwung erlebt. Von heute auf morgen waren die Unternehmen gezwungen umzudenken und den Grossteil ihres geschäftlichen Alltags digital abzubilden. Viele sind immer noch überrascht, welche Vorteile sich dadurch plötzlich bieten. «In den letzten Monaten ist ganz deutlich geworden, wie unverzichtbar und wertvoll digitale Lösungen für die..."
Sponsored Post,Studie zu E-Learning Trends – wie klappt das E-Learning bei Ihnen im Unternehmen?,"Sponsored Post. Gerade in den letzten Monaten hat sich, aufgrund der aussergewöhnlichen Lage, der Einsatz von E-Learning so rasant entwickelt wie nie zuvor! Zusammen mit Ihnen möchte die Swissteach AG, als etablierter E-Learning Experte, einen Überblick schaffen, vor welchen Herausforderungen die Unternehmen aktuell stehen und welche Trends sich im digitalen Lernen abzeichnen. Ihre Meinung zählt! In nur zwei Minuten teilen Sie Ihre Erfahrung und sind damit ein tragender Teil der Studie! Gerne informiert Sie Swissteach im Nachgang über die Ergebnisse und die Trends die sich daraus ergeben. Wir würden uns sehr über Ihre kurze Teilnahme freuen und bedanken uns schon mal im Voraus. Die Umfrage finden Sie unter folgendem LINK...."
Sponsored Post,Swissteach AG gemeinsam mit CULTURE CONTACT auf dem Vormarsch in Sachen «Kulturelle Kompetenz»,"Sponsored Post. Die Swissteach AG hat ihr Portfolio im letzten Jahr merklich erweitert: seit Anfang 2019 hat der E-Learning Experte auch seinen Contentbereich in rekordverdächtiger Zeit auf- und beachtlich ausgebaut. Neben intern produzierten Individualcontents bietet die Schweizer Firma auch diverse Standardlösungen von Partnerfirmen zum sofortigen Gebrauch an. Hierbei setzt die Swissteach – wie bei all ihren Lösungen - fokussiert auf extrem hohe Qualität. Dies zeigt sich nicht nur durch den Gewinn des E-Learning Awards 2020 (in der Kategorie «WBT»), sondern auch in der Wahl ihrer Partner: Kürzlich nun hat die Swissteach ihre Partnerschaft mit CULTURE CONTACT bekannt gegeben. Das genannte Münchner Unternehmen mit CEO Susanne M. Zaninelli, ist spezialisiert auf Seminare im Berei..."
Sponsored Post,Kostenloses E-Learning zu Präventionsmassnahmen des Coronavirus,"Sponsored Post. Aus aktuellem Anlass hat die Swissteach AG bereits vor einigen Wochen die wichtigsten Informationen und Präventionsmassnahmen des Bundesamt für Gesundheit (BAG Schweiz) bezüglich CORONAVIRUS in einem kostenlosen E-Learning zusammengefasst. Das E-Learning ermöglicht es Unternehmen, ihre Mitarbeiter umgehend zum Thema Coronavirus zu unterweisen und findet bereits reissenden Absatz. Seit Veröffentlichung wird das E-Learning natürlich immer wieder aktualisiert und ggf. ergänzt. Aufgrund der hohen internationalen Nachfrage hat die Swissteach AG das E-Learning nun auf der Plattform Cleveranto® veröffentlicht, mit der die Anwender sowohl mobil, als auch per Desktop schnell und einfach für alle Massnahmen geschult werden können. Eine Übersetzung des Contents in weiter..."
Sponsored Post,Berufliche Bildung im digitalen Zeitalter: Das Expertenportal “Learning Insights” startet durch,"Sponsored Post. „Berufliche Bildung im digitalen Zeitalter“ – dieses Thema treibt die Gründer des Expertenportals www.learning-insights.de an. Vor drei Jahren haben sich Nigel Paine, Dr. Lutz Michel, Dr. Peter Littig und Wolfgang Reichelt das Ziel gesetzt, mit Learning Insights eine Informationsplattform für Bildungsexperten zu etablieren, die nahezu ausschließlich auf Videocasts setzt. Dabei stets im Fokus: die digitale Transformation und ihr Einfluss auf die Aus- und Weiterbildungsstrategien von Institutionen und Unternehmen. An den Beiträgen, die im laufenden Jahr publiziert wurden, wird das sehr deutlich. Hier ein kleiner Auszug: Der Präsident des Bundesinstituts für Berufsbildung, Prof. Dr. Friedrich Esser, zum Thema „Wie funktioniert Weiterbildung für di..."
Sports Digitalization,Konfrontiert mit einer Flut von Kooperationsanfragen: So meistern Sportorganisationen die systematische Analyse und Bearbeitung,"Im Rahmen seiner Dissertation haben Arne Grüttner, der Masterand Thomas Braschler und Prof. Dr. Andrea Back ein IT-Tool konzipiert, das Sportorganisationen dabei unterstützt, die grosse Anzahl von Kooperationsanfragen initial automatisiert zu bewerten und nachgelagerte Arbeitsschritte zu optimieren. Der vollständige Artikel kann HIER gelesen werden."
Sports Digitalization,Call for Papers: WuM Heft 5 Themenschwerpunkt “IT und Sport”,"Unser Lehrstuhl wirkt bei der Herausgabe der Zeitschrift «Wirtschaftsinformatik und Management» mit, welche Anfang Oktober zum Schwerpunktthema «IT und Sport» erscheint. Der Call for Papers wie folgt: Die Sportindustrie hat sich in den letzten Jahren zu einem der grössten Geschäftsmärkte weltweit entwickelt, welcher tief in unsere gesellschaftlichen Schichten eindringt. So strömen nicht nur Millionen von Fans wöchentlich zu ihrem Lieblingsverein ins Stadion, auch jeder Einzelne von uns versucht mehr oder weniger erfolgreich wöchentlich sportlich aktiv zu sein. Die zunehmende Durchdringung von Informationstechnologie in der Sportindustrie verändert dabei die unterschiedlichsten Aspekte wie wir Sport konsumieren aber auch selbst betreiben. Diese technischen, wirtschaftlichen und s..."
Sports Digitalization,Digitalisierung im Stadion – die Entwicklung einer mobilen Spieltags-App,"Trotz der gegenwärtigen Unterbrechung und beabsichtigen Geisterspiele im europäischen Fussball, wird der Sport nach der gegenwärtigen Krise in seine ursprünglichen Formen zurückkehren. Gerade im europäischen Fussball gerät durch die gegenwärtige Ausnahmesituation in Vergessenheit, dass die zunehmende Kommerzialisierung des Sports zu einem sukzessiven Verlust des Bezugs und der Nähe des Fans zum sportlichen Erlebnis führt. Es bedarf daher einer bewussteren Ansprache von Fans, um den Spieltag in seiner Emotionalität und dem Gemeinschaftsgefühl zu stärken und die Fans trotz dieser Entwicklung aktiv in das Spieltaggeschehen einzubinden. Besonders digitale Technologien ermöglichen dabei eine ganz neue Art des Spielerlebnisses. In diesem Kontext wurde innerhalb eines Kurses des In..."
