Autor,Titel,Tags,Text
Prof. Dr. Andrea Back,"Interview mit Barbara Josef,Weitere Artikel",Future of Work,"In einem Interview mit HSG Alumni erzählt Barbara Josef, Doktorandin an unserem Lehrstuhl und Gründerin der 5to9 AG, wie sich die Arbeitswelt aus ihrer Sicht künftig verändern wird.,Im aktuellen Forschungsprojekt von Barbara Josef werden im Rahmen der von Village Office initiierten Coworking Experience Schweizer Coworking-Pioniere während eines Jahres wissenschaftlich von der Universität St.Gallen begleitet mit dem Ziel, mehr über Nutzenszenarien von Coworking aus Unternehmenssicht zu erfahren. Erste Resultate des rund einjährigen Pilotprojekts mit namhaften Teilnehmern wie Raiffeisen Schweiz, HHM, dem Bundesamt für Informatik, Tetrapak und Repower werden Ende 2018 erwartet.,
						,Prof. Dr. Andrea Back,
							,Future of Work"
Prof. Dr. Andrea Back,"Internettrends 2017 von Mary Meeker,Weitere Artikel",Learning Innovations,"Jedes Jahr veröffentlicht die Analystin Mary Meeker von Kleiner Perkins Caufield & Byers (KPCB) ihre, „Internet Trends“,. Diese Berichte zeichnen sich durch eine fundierte Recherche aus, ordnen Trends in ein Gesamtbild ein und sind daher eine gute Inspirationsquelle.,Die eindrücklichsten Trends in diesem Jahr sind die Stellhebel im Online Advertising mit Facebook, Google und Co., die Fortschritte in interaktiven Games mit Augmented und Virtual Reality und die zunehmende Wichtigkeit der Cloud.,Bildquelle: ,Kleiner Perkins Caufield & Byers,
						,Prof. Dr. Andrea Back,
							,Learning Innovations"
Prof. Dr. Andrea Back,"Kolumne: Zuhause hütteln, ausser Haus loungen,Weitere Artikel",Kolumne,"Haben Sie schon von Workations gehört – einem Mix aus Arbeit und Ferien? Mir sagt das zu. Seit ich die Coworking-Bewegung entdeckt habe, schaue ich bei Städte-, Konferenz- und Geschäftsreisen nicht nur nach Sehenswürdigkeiten, sondern auch nach den Coworking Spaces dort – es gibt sie, überall! Letzte Woche war mir wegen der hektischen Dezembertage nach Tapetenwechsel zumute. So bin ich ab ins idyllische Toggenburger Städtchen Lichtensteig, für einen Spaziergang und um ,in deren Coworking Space, zu arbeiten. Das war ein warmherziger Empfang. Da dort früher die Post war, gab es einiges Interessantes zu entdecken, und die Einrichtung hatte viele gemütliche “Ecken” zur Auswahl.,Überhaupt scheinen sich wohnzimmerartige Arbeitsumgebungen rasant zu verbreiten. Nicht nur die Coworking Spaces selbst, sondern auch Unternehmen holen sich dieses Ambiente in ihre Büroflächen. Bibliotheken, Cafes und sogar Geschäfte richten Arbeitszonen ein, die wie Lounges gestaltet sind. Dort gibt es besten Kaffee, Zonen und Möblierung je nach Stimmung und Aufgabe, und wenn man will, findet man dort auch Geselligkeit.,Heutzutage büffeln Studierende nicht mehr zu Hause, sondern verabreden sich zum Lernen in den Bibliotheken. Arbeitnehmende bleiben gerne länger im Büro, weil es da so schön und bequem ist (wie es Google z.B. bewusst so macht). Beim neuen Gebäude SwissRe Next in Zürich, dessen Büros in einer Architekturbesprechung als Arbeitslandschaft bezeichnet werden, dürften es einige Mitarbeitende genau so empfinden. In deren Räumlichkeiten fand die Herbstagung des ,Schweizerischen Büroeinrichtungsverbandes, statt, wo ich dabei war und als Referentengeschenk das Buch «Cabins» (P. Jodidio Tasschen Verlag – Cabins-Hütten-Cabanas) erhielt. Beim Blättern in diesem Bilderbuch machte es “Klick” bei mir im Kopf.,So eine schicke Hütte, ein Micro Home, würde es doch auch tun. Warum braucht man zu Hause noch Raum zum Lümmeln, Loungen, Arbeiten und Freunde treffen? Das gibt es doch zunehmend überall und jederzeit, als Segnung der Sharing Economy. Genau wie Autos überwiegend herumstehen, sind Wohnungen oder mindestens einzelne Zimmer die meiste Zeit unbelebt. In der Schweiz spricht man von “kalten Betten”, den Ferienwohnungen, die nur wenige Wochen im Jahr, wenn überhaupt, belegt sind. Wenn wir ehrlich sind, dann gibt es die auch in der eigenen Hauptwohnung, vor allem wenn die Kinder aus dem Haus sind. Es würde doch genügen, ein Hüttel-Zuhause zu haben, und das Loungen nach Draussen zu verlegen.,Mit diesen Überlegungen bin ich nicht allein. Darmstadts Baudezernentin Barbara Boczek plädierte schon für Selbstbegrenzung und sagte: Braucht es wirklich noch das Einfamilienhaus oder die grosse Wohnung als Statussymbol? (Immobilienteil der FAZ vom Fr 2.11.). Nur die Hypothese über den Zusammenhang von zunehmenden Coworking-Flächen und sinkenden Pro-Kopf-Wohnraumbedarf, die habe ich noch von niemanden gehört. Ab wann die sich wohl bewahrheitet? Mal sehen, ob ich mit meinem Gedankenspiel einmal persönlich Ernst mache, und in welchem Coworking&Lounging Ecosystem ich meine “Hütte” dann aufbauen werde.,
						,Prof. Dr. Andrea Back,
							,Kolumne"
Prof. Dr. Andrea Back,"Kolumne: Was auf der Liste der ungelösten Probleme fehlt,Weitere Artikel",Kolumne,"Wie machen SIE das eigentlich? Vor lauter Variantenvielfalt von To-do-Listen, die ich anlege, verliere ich den Überblick. Und das stresst. Haben Sie das Selbstmanagement mit To-do-Listen im Griff? Oder geht es Ihnen genau wie mir, und wir sind Normalos? Bei mir sieht das so aus: Ganz hoch im Kurs sind die Post-its. Vermutlich weil es so viel Spass macht, sie nach getaner Arbeit genüsslich zu zerknüllen und in die Rundablage zu befördern. Ausserdem sind sie so schön bunt. Darüber hinaus nutze ich verschiedene digitale Notizseiten. Es ist mir fast peinlich, die aufzulisten: Word-Files, GDocs und sogar Mail-Entwürfe, die ich laufend editiere. Der Charme dieser Notizen liegt darin, dass man sie bei Bedarf ausdrucken kann. Von anderen Leuten habe ich gehört, dass sie an sich selbst Mails mit To-dos schicken; wenigsten diese Variante lasse ich aus., ,Schon öfter habe ich einen Anlauf unternommen, mein To-do-Listen-Selbstmanagement mit einer App zu konsolidieren und zu standardisieren. Beispielsweise mit ,Wunderlist,. Leider ist das ersehnte Wunder nicht passiert. Mein To-do-Listen-Chaos lebt munter weiter. Gerade mache ich wieder einen Anlauf, um wenigstens die To-dos fürs Kofferpacken eleganter zu gestalten – Die ,App (iTunes) Pack the Bag, sorgt dafür, dass ein ganzer Post-it-Block in der Schublade bleibt. Sie funktioniert nach dem Prinzip: Eine Aufgabe – eine genau dazu passende App! Das war in der Konsumenten-IT schon vielfach ein Erfolgsrezept. Nur haben die meisten von uns mehr zu tun als nur Reisen vorzubereiten., ,Insgesamt scheint das mit den To-do-Listen-Selbstmanagement ein schwieriges – vielleicht sogar ungelöstes – Problem zu sein. Solche kennt man ja von der Mathematik. Nach dem ,Wikipedia-Artikel “Lists of unsolved problems”, gibt es 13 Gebiete mit ungelösten Problemen: Mathematik, Informatik, Physik, Medizin, etc., ja sogar Philosopie, mit z.B. dem Münchhausen Trilemma. Selbstmanagement mit dem To-do-Listen-Dilemma ist jedoch nirgends dabei., ,Ich bin sicher, dass die Kommentare zeigen, dass ich mit diesem Problem nicht allein bin. Ob gelöst oder noch ungelöst: Liebe Expertinnen und Experten, tun Sie etwas: Wir alle warten auf die (Er)Lösung!, ,“To Do public art in Dumbo”,Amit Gupta,CC BY-NC 2.0,
						,Prof. Dr. Andrea Back,
							,Kolumne"
Prof. Dr. Andrea Back,"Die Kunst des “Unlearnings”: Der Moment, in dem es “klick” macht,Weitere Artikel","Learning Innovations,Leseempfehlung","Neulich sah ich in einer Vorlesung das unten angehängte Video, in dem Destin, ein Engineer aus den USA, versucht ein Fahrrad zu fahren – allerdings kein normales Fahrrad, sondern eines, das nach links fährt, wenn man rechts lenkt und umgekehrt. Das Ergebnis: weder Destin noch irgendeine seiner zahllosen Testpersonen schafften es, auch nur wenige Meter mit dem Rad zu fahren (das Video ist trotz dieses Spoilers sehr sehenswert). Dies liegt daran, dass unser Gehirn so sehr an die Fahrweise eines gewöhnlichen Fahrrads gewöhnt ist, dass es fast unmöglich ist, einfach in den neuen Fahrmodus zu wechseln.,Diese Erkenntnis ist interessant auf vielen Ebenen: zum einen zeigt sie den Unterschied zwischen Wissen und Können. Während jeder kognitiv versteht, wie das verkehrte Fahrrad funktioniert (ein Zahnrad sorgt für das Vertauschen der Richtung) und wie man es handhaben müsste, um in die richtige Richtung zu fahren, so kann doch keine der Testpersonen dieses Wissen in Können umsetzen und das Fahrrad tatsächlich lenken. Zum anderen gibt es sehr interessante Parallelen zu Phänomenen aus der Business Welt. So gibt es zum Beispiel viele Leute, die kognitiv verstanden haben, wie innovative Denkmuster und Methoden wie beispielsweise “Design Thinking” funktionieren, aber dennoch fällt es ihnen schwer, wirklich in diesen Denkmodus zu wechseln und oft bleiben sie doch in alten Mustern hängen, so sehr sie auch versuchen den neuen Ansatz zu nutzen. Es ist eben nicht so einfach, lang einstudierte Denkmuster zu verlernen und zu ersetzen.,Im Video schafft Destin es schliesslich nach monatelangem Üben das verdrehte Fahrrad zu fahren. Er beschreibt diesen Lernvorgang so: “an einem Tag konnte ich das Fahrrad nicht fahren, und am nächsten Tag konnte ich es”. Irgendetwas in seinem Kopf hat “klick” gemacht und in den neuen Fahrmodus gewechselt. So war es bei mir persönlich auch mit dem Design Thinking: vom kognitiven Verstehen des Prozesses bis zum wirklichen Verinnerlichen und Anwenden können ist viel Zeit vergangen, aber irgendwann macht es “klick”. Wenn sie sehen wollen, wie Destin sich nach diesem “klick” Moment mit einem normalen Fahrrad schlägt, schauen Sie das Video. Es lohnt sich wirklich.,
						,Prof. Dr. Andrea Back,
							,Learning Innovations,, ,Leseempfehlung"
Lena-Marie Paetzmann,"Die Sprache der Videokonferenzen: die wichtigsten Handzeichen,Weitere Artikel","Digital,Future of Work,Linktipps","Der YouTube-Kanal ,hat zu gegebenem Anlass ein Video zu den nützlichsten Handzeichen in Videokonferenzen veröffentlicht. Wir finden das Video sehr hilfreich, um Videocalls effizienter zu gestalten.,Wir haben alle Handzeichen in Bildern zusammengefasst. Das amüsante Video kann nach der Aufzählung angeschaut werden:,https://www.flaticon.com,https://creazilla.com/de/nodes/53774-frau-mit-ueberkreuzten-armen-clipart,https://emojiterra.com/de/zwei-erhobene-handflachen/,https://unsplash.com/photos/HJmxky8Fvmo ,
						,Lena-Marie Paetzmann,
							,Digital,, ,Future of Work,, ,Linktipps"
Christian Marheine,"Zwanzig Aspekte von Innovationskultur, um digitale Lösungen zu entwickeln – Wie steht es bei Ihnen?,Weitere Artikel","Agile Innovation,Digital,Lehrstuhlnachrichten","In Gesprächen mit unseren Praxispartnern hören wir immer wieder, dass der Erfolg von digitalen Projekten stark von der Unternehmenskultur – und im engeren Sinne ihrer Innovationskultur – abhängt. Die Ausgestaltung einer Innovationskultur, die den Erfolg digitaler Lösungen fördert, unterscheidet sich jedoch vom bisher allgemeinen Verständnis von Innovationskultur. Wir haben uns im Rahmen einer Forschungsarbeit genauer mit dem Thema befasst. Dazu haben wir ein Assessment mit 20 Indikatoren zur Standortbestimmung entwickelt: ,Erfolgsfaktoren für digitale Solutions,. Die Forschungsarbeit wurden in der Zeitschrift Wirtschaftsinformatik & Management veröffentlicht. Zuletzt haben wir auf Basis der Forschungsarbeit mit den 20 Indikatoren eine Vorstudie abgeschlossen, die die Innovationskultur von mehr als 60 Unternehmen analysiert. 15 Unternehmen füllten den Fragebogen aus; die restlichen bewertete unser studentisches Team anhand öffentlich zugänglicher Informationen, wie deren Websites. Die Erkenntnisse dieses Vorprojekts geben uns Hinweise für die Gestaltung einer allfälligen umfassenderen und forschungsbasierten Studie. Die Ergebnisse des Vorprojekts liefern bereits Hinweise auf Unterschiede in den Branchen und auf jeweilige Handlungsbedarfe bei den Innovationskulturaspekten, um digitale Lösungen effektiver entwickeln zu können.,
						,Christian Marheine,
							,Agile Innovation,, ,Digital,, ,Lehrstuhlnachrichten"
Lena-Marie Paetzmann,"ZPE 2020: Digitaler Thementag „Learning & Training“ am 14. Oktober,Weitere Artikel","Digital,Future of Work,Learning Innovations,Linktipps","Vom 12. – 16. Oktober 2020 findet die ,ZP Europe (Zukunft Personal Europe),zum ersten Mal digital statt. Die ZP Europe ist das führende ExpoEvent rund um die Welt der Arbeit und präsentiert an fünf virtuellen Messetagen innovative Produktlösungen und Vorträge.,Am Thementag „Learning und Training“ (14. Oktober) werden live Online-Workshops mit Learning-Experten wie Jochen Robes (Robes Consulting, Hochschullehrer), Roman Rackwitz (Gamification Designer bei Engaginglab) und Gudrun Porath (Journalistin und Autorin) abgehalten und aktuelle Fragestellungen der Weiterbildung diskutiert. Unter anderem wird angeschnitten, welche neuen Bildungs- und Lernstrategien durch die Corona-Krise in den Vordergrund getreten sind, und wie man kurze und leicht verdauliche Lerneinheiten (Learning Nuggets) entwickelt und orchestriert.,Zudem werden folgende Vorträge und Workshops zu Trends in der digitalen Weiterbildung gehalten:,Die ,Registrierung für das Event ist kostenlos,auch wir werden uns zu einigen Vorträgen und Workshops reinschalten und sind schon sehr gespannt.,https://www.haufe.de/personal/personalszene/zpe-virtual-programmhighlights-rund-um-learning_74_525152.html,https://www.marketinginstitut.biz/blog/new-learning-moderner-lernansatz-fuer-die-digitale-zukunft/,
						,Lena-Marie Paetzmann,
							,Digital,, ,Future of Work,, ,Learning Innovations,, ,Linktipps"
Prof. Dr. Andrea Back,"Die Numerokratie greift um sich – Wirken Rankings, Likes und Sternchen wie selbstverordnete Freiheitsberaubung?,Weitere Artikel",Digital,"So ein schönes Wort! Der ,FAZ-Artikel, – die Online-Version vom 12. Juli – trägt den Titel „,“. Wer fühlt sich da nicht sofort angesprochen? Wir an der Uni können schon länger zuschauen, welche Wirkung die Bewertung der wissenschaftlichen Leistung mit der „Wahrheitsskala“ von Journal-Rankings auf das Verhalten der Forscher entfaltet. Und wenn es um persönliche Alltagsentscheidungen geht, empfinde ich die Empfehlungs-Marker bei Internetrecherchen nach Restaurants, Hotels, Büchern, etc. oft wie persönlich verordneter Freiheitsberaubung. Selbst entdecken ist ja auch noch eine Option. Bestimmt sind viele froh, dass dieses Unbehagen mal mit einem Buch eines Soziologen deutlich ausgesprochen wird. Die Lektüre des Artikels ist amüsant und macht nachdenklich. Bestimmt ist auch das Buch von Steffen Mau „Das metrische Wir“ lesenswert.,Bildquelle: ,www.thebluediamondgallery.com,
						,Prof. Dr. Andrea Back,
							,Digital"
Prof. Dr. Andrea Back,"Kolumne: TV Soaps Kill the Case Teaching Stars,Weitere Artikel",Kolumne,"Im Antrag für mein Forschungsprojektsemester im Herbst steht, dass ich Lehre-Fallstudien schreiben werde. Dafür bin ich kürzlich zu einem Profi-Professor der Harvard University in die Schule gegangen, ins Präsenzseminar “Teaching with Cases”. Ausserdem ging ich aus Neugierde wieder einmal zu meinem Sohn ins Fernsehzimmer, als eine seiner Lieblingssendungen lief: Die Reality TV Serie “Die Aquarium-Profis” (engl. ,Tanked,). Er hatte mich nämlich mit seinem Wissen über Meerwasserfische und Aquariumtechnik verblüfft. Seit ich eine Episode davon gesehen habe, ist meine Vorstellung über mein Schreibprojekt “Teaching Cases” eine andere; das Harvard-Fallstudien-Format kommt mir nun etwas altbacken vor., ,Die Episoden von ,“Die Aquarium Profis”, zeigen den Geschäftsalltag eines real existierenden, kleinen Familienbetriebs, der in Einzelfertigung Aquarien herstellt. Es geht jeweils um die Abwicklung von ein oder zwei Kundenaufträgen. Jedesmal sind Spannung, teils Drama, und jede Menge Komödie mit dabei. So unterhaltend verpackt erlebt man, in welchen Projektschritten ein kundenindividueller Fertigungsauftrag abläuft, wie kreatives Design die Geschäftsbasis bildet und Quelle der Kundenzufriedenheit ist. Immer ist klar, dass die Kalkulation knapp ist und jeder Fehler den Gewinn vernichten kann. Und Deckungsbeitragsrisiken stecken in jedem Projektschritt, nicht nur beim Materialeinkauf und im Fertigungsprozess, sondern auch in der Auslieferungsplanung und der Endmontage vor Ort. Selbst Personalmanagementthemen kommen nicht zu kurz, denn alle Mitarbeitenden werden als Individuum mit Stärken und Schwächen porträtiert, mit denen bzw. um die herum an den Kundenaufträgen gearbeitet wird. Besonders gefallen hat mir die Folge, in welcher das Konzept des Mitarbeiter-des-Monats-Anreizsystems veräppelt wird und man sah, welche lachhaften Verhaltensweisen diese Wettbewerbskultur auslösen kann., ,So inspiriert frage ich mich, ob nicht Reality TV-Formate wie diese den text-, tabellen, und bullet-point-orientierten Lehrefallstudien einmal den Rang ablaufen werden. Schade, dass ich nicht auch noch Filmwissenschaften studiert habe, dann könnte ich meine Unternehmensfallstudien als Reality-TV-Serie produzieren. Unsere Weiterbildung ,“CAS Enterprise 2.0 Professional”, würde dann nicht in Räumen mit Seminarbestuhlung stattfinden. Nein, man könnte sich in einem “Enterprise Social Design Loft” auf einer Sofalandschaft räkeln und sich die Episoden von “Die Enterprise-2.0-Profis” reinziehen. Das wäre mal eine “Disruptive Teaching Innovation”. Als das Kino aufkam brachte es ein Song so auf den Punkt: “Video kills the radio star”. Nun, vielleicht passiert das auch den traditionellen Lehrefallstudien: “TV Soaps kill the Case Teaching Stars” – ich kriege das allein sicher nicht hin, aber vielleicht hilft mir ja jemand?, ,Artikelbild ,“Video killed the radio star”, von ,Song River-CowGirlZen Photography,, lizenziert unter ,CC BY 2.0,
						,Prof. Dr. Andrea Back,
							,Kolumne"
